barangay,household_id,member_id,last_name,first_name,suffix,middle_name,relationship,gender,birthday,age,local_civil_registry,marital_status,ethnicity,religion,can_read_write,highest_grade_completed
Pundaguitan,PUN-0040,PUN-0040-4,Bautista,Rosa,,Ruiz,07,2,1968-10-23,56,8,2,Cebuano,Islam,2,11000102
Pundaguitan,PUN-0040,PUN-0040-5,Reyes,Amparo,,Flores,07,2,1952-05-03,72,1,3,Manobo,Roman Catholic,1,11000105
Pundaguitan,PUN-0041,PUN-0041-1,Herrera,Javier,Sr.,Rojas,01,1,1948-06-04,76,1,2,Cebuano,Roman Catholic,2,21400103
Pundaguitan,PUN-0041,PUN-0041-2,Herrera,Francisco,III,Perez,02,1,2000-01-17,24,2,2,Davawenyo,Roman Catholic,1,21400103
Pundaguitan,PUN-0041,PUN-0041-3,Herrera,Ruben,III,Contreras,08,1,1970-07-11,54,8,2,Maguindanao,Roman Catholic,2,11000202
Pundaguitan,PUN-0041,PUN-0041-4,Herrera,Zenaida,,Vega,04,2,2016-10-21,8,1,1,Maguindanao,Islam,2,10000104
Pundaguitan,PUN-0041,PUN-0041-5,Herrera,Juana,,Mendoza,06,2,1991-03-10,33,1,2,Others,Islam,2,10000105
Pundaguitan,PUN-0041,PUN-0041-6,Ramirez,Elvira,,Romero,06,2,1933-04-09,91,2,2,Sarangani,Islam,2,11000201
Pundaguitan,PUN-0042,PUN-0042-1,Jimenez,Wenceslao,IV,Perez,02,1,2017-05-22,7,8,1,Sangil,Islam,1,00000000
Pundaguitan,PUN-0042,PUN-0042-2,Jimenez,Rogelio,Jr.,Perez,02,1,1985-09-10,39,1,2,Maranao,Roman Catholic,1,11000104
Pundaguitan,PUN-0042,PUN-0042-3,Jimenez,Benjamin,Sr.,Cruz,08,1,1924-02-15,100,2,2,Maranao,Islam,1,10000107
Pundaguitan,PUN-0042,PUN-0042-4,Jimenez,Serafina,,Torres,07,2,1962-02-09,62,1,2,Maranao,Seventh-day Adventist,1,10000104
Pundaguitan,PUN-0043,PUN-0043-1,Aguilar,Adoracion,,Munoz,01,2,1989-05-27,35,1,2,Sangil,Islam,1,11000201
Pundaguitan,PUN-0043,PUN-0043-2,Aguilar,Amalia,,Romero,02,2,1963-11-11,61,8,1,Tausug,Roman Catholic,2,10000108
Pundaguitan,PUN-0043,PUN-0043-3,Aguilar,Doroteo,Jr.,Mendoza,07,1,2000-03-22,24,2,1,Maguindanao,Roman Catholic,2,11000202
Pundaguitan,PUN-0043,PUN-0043-4,Aguilar,Sergio,,Rivera,08,1,1994-12-08,30,8,2,Davawenyo,Roman Catholic,1,10000106
Pundaguitan,PUN-0044,PUN-0044-1,Moreno,Amparo,,Castillo,02,2,2019-07-23,5,1,1,Kalagan,Roman Catholic,2,00000000
Pundaguitan,PUN-0044,PUN-0044-2,Jimenez,Arturo,IV,Aguilar,02,1,1960-07-07,64,2,2,Bisaya/Binisaya,Roman Catholic,2,11000201
Pundaguitan,PUN-0044,PUN-0044-3,Castro,Julio,Jr.,Jimenez,06,1,1998-02-21,26,1,2,Maguindanao,Roman Catholic,2,10000102
Pundaguitan,PUN-0044,PUN-0044-4,Moreno,Francisco,Jr.,Estrada,04,1,2014-03-16,10,1,1,Others,Roman Catholic,2,10000104
Pundaguitan,PUN-0044,PUN-0044-5,Moreno,Wenceslao,Sr.,Estrada,04,1,2010-11-22,14,8,1,Maguindanao,Islam,1,11000202
Pundaguitan,PUN-0044,PUN-0044-6,Moreno,Esperanza,,Estrada,04,2,2011-01-02,13,1,1,Cebuano,Islam,1,11000101
Pundaguitan,PUN-0045,PUN-0045-1,Torres,Vivian,,Herrera,02,2,2022-02-25,2,2,1,Surigaonon,Roman Catholic,,00000000
Pundaguitan,PUN-0045,PUN-0045-2,Torres,Agnes,,Gutierrez,04,2,2015-03-27,9,1,1,Davawenyo,Roman Catholic,1,10000102
Pundaguitan,PUN-0045,PUN-0045-3,Alvarez,Petra,,Vargas,06,2,1984-08-05,40,8,1,Sangirese,Roman Catholic,1,11000203
Pundaguitan,PUN-0045,PUN-0045-4,Torres,Margarita,,Herrera,08,2,1998-07-10,26,2,2,Sangil,Roman Catholic,2,11000102
Pundaguitan,PUN-0045,PUN-0045-5,Torres,Vicente,,Gutierrez,04,1,2014-07-17,10,1,1,Davawenyo,Roman Catholic,1,10000103
Pundaguitan,PUN-0045,PUN-0045-6,Torres,Victoria,,Gutierrez,04,2,2017-01-28,7,8,1,Maranao,Roman Catholic,2,01000000
Pundaguitan,PUN-0046,PUN-0046-1,Gonzales,Isabella,,Romero,02,2,2014-04-20,10,1,1,Cebuano,Islam,2,10000102
Pundaguitan,PUN-0047,PUN-0047-1,Silva,Doroteo,Sr.,Mendoza,01,1,1972-08-15,52,8,2,Kalagan,Roman Catholic,1,30400107
Pundaguitan,PUN-0047,PUN-0047-2,Vargas,Trinidad,,Guerrero,02,2,1930-01-03,94,2,2,Sangil,Evangelical,2,11000101
Pundaguitan,PUN-0047,PUN-0047-3,Silva,Quintin,,Castillo,08,1,1929-08-18,95,8,3,Tausug,Roman Catholic,2,11000105
Pundaguitan,PUN-0047,PUN-0047-4,Silva,Clemente,IV,Molina,05,1,2008-10-13,16,1,1,Tausug,Roman Catholic,2,11000104
Pundaguitan,PUN-0047,PUN-0047-5,Silva,Cesar,Jr.,Molina,03,1,2024-08-10,0,8,1,Others,Roman Catholic,,00000000
Pundaguitan,PUN-0048,PUN-0048-1,Moreno,Elvira,,Sanchez,01,2,1992-03-05,32,1,1,Davawenyo,United Church of Christ,1,11000102
Pundaguitan,PUN-0048,PUN-0048-2,Moreno,Evangeline,,Rodriguez,03,2,2020-04-14,4,8,1,Others,Roman Catholic,,00000000
Pundaguitan,PUN-0049,PUN-0049-1,Rivera,Tiburcio,IV,Martinez,01,1,1960-09-03,64,2,2,Davawenyo,Roman Catholic,2,10000106
Pundaguitan,PUN-0049,PUN-0049-2,Rivera,Gualberto,III,Cabrera,02,1,1986-04-03,38,2,2,Surigaonon,Roman Catholic,1,11000108
Pundaguitan,PUN-0049,PUN-0049-3,Rivera,Patricia,,Estrada,03,2,2023-04-20,1,2,1,Surigaonon,Islam,,00000000
Pundaguitan,PUN-0050,PUN-0050-1,Gomez,Ivan,Jr.,Guerrero,01,1,1983-04-21,41,2,2,Others,Islam,1,11000201
Pundaguitan,PUN-0050,PUN-0050-2,Gomez,Alfonso,Sr.,Reyes,04,1,2011-01-01,13,8,1,Cebuano,Roman Catholic,1,10000101
Pundaguitan,PUN-0050,PUN-0050-3,Molina,Angela,,Mendoza,07,2,1924-04-10,100,2,2,Cebuano,Roman Catholic,1,11000104
Pundaguitan,PUN-0050,PUN-0050-4,Gomez,Fernanda,,Mendoza,07,2,2000-08-05,24,1,2,Maranao,Iglesia ni Cristo,1,11000105
Pundaguitan,PUN-0051,PUN-0051-1,Sanchez,Octavio,Sr.,Rivera,02,1,2024-10-05,0,2,1,Kalagan,Roman Catholic,,00000000
Pundaguitan,PUN-0051,PUN-0051-2,Sanchez,Virginia,,Perez,02,2,1970-08-06,54,1,2,Maranao,Roman Catholic,2,10000105
Pundaguitan,PUN-0051,PUN-0051-3,Sanchez,Cristobal,III,Gonzalez,03,1,2021-12-07,3,2,1,Bisaya/Binisaya,Bible Baptist Church,,00000000
Pundaguitan,PUN-0052,PUN-0052-1,Ramirez,Francisca,,Rivera,01,2,1980-04-26,44,2,2,Maranao,Roman Catholic,1,20400103
Pundaguitan,PUN-0052,PUN-0052-2,Ramirez,Jeremias,Sr.,Torres,02,1,2002-04-25,22,8,2,Sarangani,Roman Catholic,2,11000104
Pundaguitan,PUN-0052,PUN-0052-3,Ramirez,Zoraida,,Molina,03,2,2023-12-12,1,2,1,Davawenyo,Islam,,00000000
Pundaguitan,PUN-0053,PUN-0053-1,Morales,Ximena,,Perez,01,2,1978-06-03,46,8,2,Sarangani,Evangelical,2,21400101
Pundaguitan,PUN-0053,PUN-0053-2,Morales,Rosita,,Jimenez,02,2,2005-01-05,19,1,1,Surigaonon,Roman Catholic,2,11000201
Pundaguitan,PUN-0053,PUN-0053-3,Morales,Raquel,,Perez,08,2,1995-07-20,29,2,1,Sangirese,Roman Catholic,2,10000105
Pundaguitan,PUN-0053,PUN-0053-4,Morales,Evangeline,,Valencia,04,2,2017-12-26,7,8,1,Sarangani,Iglesia ni Cristo,2,02000000
Pundaguitan,PUN-0053,PUN-0053-5,Morales,Valeria,,Valencia,03,2,2023-07-15,1,8,1,Others,Roman Catholic,,00000000
Pundaguitan,PUN-0053,PUN-0053-6,Molina,Tirso,IV,Cruz,08,1,1976-07-15,48,2,1,Manobo,Roman Catholic,1,11000108
Pundaguitan,PUN-0054,PUN-0054-1,Vega,Rufino,,Flores,02,1,2014-09-01,10,8,1,Manobo,Others,1,01000000
Pundaguitan,PUN-0054,PUN-0054-2,Vega,Roberta,,Delgado,04,2,2012-05-19,12,2,1,Sarangani,Roman Catholic,1,11000108
Pundaguitan,PUN-0054,PUN-0054-3,Vega,Severino,III,Molina,07,1,1967-01-24,57,2,2,Tausug,Evangelical,2,20400105
Pundaguitan,PUN-0054,PUN-0054-4,Castro,Francisca,,Medina,06,2,1980-06-21,44,1,1,Maranao,Roman Catholic,2,21400101
Pundaguitan,PUN-0054,PUN-0054-5,Ramirez,Patricio,,Castro,08,1,1983-12-26,41,8,2,Davawenyo,Roman Catholic,1,11000203
Sergio Osmeña,SER-0001,SER-0001-1,Cruz,Joaquin,Jr.,Munoz,02,1,2010-02-25,14,2,1,Sangil,Roman Catholic,1,11000104
Sergio Osmeña,SER-0001,SER-0001-2,Cruz,Valentin,Jr.,Garcia,04,1,2012-10-22,12,1,1,Tagalog,Roman Catholic,1,11000103
Sergio Osmeña,SER-0001,SER-0001-3,Estrada,Rosa,,Silva,08,2,1987-11-11,37,2,2,Bisaya/Binisaya,Others,1,11000105
Sergio Osmeña,SER-0001,SER-0001-4,Cruz,Renata,,Garcia,05,2,2007-09-19,17,8,2,Bisaya/Binisaya,Islam,2,11000102
Sergio Osmeña,SER-0001,SER-0001-5,Vargas,Sebastian,IV,Mendoza,08,1,1981-12-28,43,1,2,Tagalog,Roman Catholic,2,11000101
Sergio Osmeña,SER-0001,SER-0001-6,Herrera,Roberto,,Cruz,07,1,1974-07-03,50,8,2,Bisaya/Binisaya,Roman Catholic,2,11000101
Sergio Osmeña,SER-0002,SER-0002-1,Jimenez,Amador,IV,Mendoza,02,1,2010-05-20,14,1,1,Sarangani,Others,2,11000201
Sergio Osmeña,SER-0002,SER-0002-2,Jimenez,Victor,,Herrera,02,1,1969-10-10,55,8,3,Tausug,Roman Catholic,2,11000101
Sergio Osmeña,SER-0002,SER-0002-3,Gonzales,Sandra,,Garcia,06,2,1994-08-14,30,2,2,Surigaonon,Roman Catholic,2,30400107
Sergio Osmeña,SER-0002,SER-0002-4,Jimenez,Graciela,,Sanchez,04,2,2016-10-22,8,1,1,Maranao,Roman Catholic,1,10000101
Sergio Osmeña,SER-0002,SER-0002-5,Jimenez,Estela,,Sanchez,04,2,2017-08-20,7,1,1,Surigaonon,Roman Catholic,2,02000000
Sergio Osmeña,SER-0002,SER-0002-6,Jimenez,Nora,,Sanchez,04,2,2017-05-11,7,1,1,Tausug,Roman Catholic,1,10000104
Sergio Osmeña,SER-0003,SER-0003-1,Lopez,Jasmine,,Gonzales,02,2,2011-09-28,13,2,1,Sarangani,Seventh-day Adventist,2,11000203
Sergio Osmeña,SER-0003,SER-0003-2,Aguilar,Angelica,,Moreno,02,2,2002-11-13,22,8,1,Sarangani,Islam,1,21400103
Sergio Osmeña,SER-0003,SER-0003-3,Lopez,Benjamin,Jr.,Rojas,07,1,1962-09-21,62,8,2,Maguindanao,Islam,1,11000102
Sergio Osmeña,SER-0003,SER-0003-4,Lopez,Jasmine,,Santos,03,2,2022-11-05,2,1,1,Davawenyo,Roman Catholic,,00000000
Sergio Osmeña,SER-0003,SER-0003-5,Medina,Gina,,Santos,08,2,2002-10-17,22,1,1,Others,Islam,1,20400102
Sergio Osmeña,SER-0004,SER-0004-1,Dela Cruz,Crispin,Jr.,Valencia,02,1,2013-10-12,11,8,1,Manobo,Roman Catholic,2,02100000
Sergio Osmeña,SER-0004,SER-0004-2,Dela Cruz,Amparo,,Gomez,02,2,2000-10-04,24,2,2,Mandaya,Evangelical,2,20400103
Sergio Osmeña,SER-0004,SER-0004-3,Dela Cruz,Norberto,III,Reyes,08,1,1999-12-13,25,2,2,Tausug,Islam,1,20400105
Sergio Osmeña,SER-0005,SER-0005-1,Martinez,Lilia,,Garcia,01,2,1972-08-23,52,2,2,Maguindanao,Roman Catholic,2,11000102
Sergio Osmeña,SER-0005,SER-0005-2,Ramos,Urbano,Sr.,Silva,02,1,2002-01-16,22,1,2,Maguindanao,Islam,2,20400102
Sergio Osmeña,SER-0005,SER-0005-3,Martinez,Dolores,,Molina,06,2,1993-11-16,31,2,2,Surigaonon,Evangelical,1,11000202
Sergio Osmeña,SER-0005,SER-0005-4,Martinez,Blanca,,Delgado,07,2,1972-11-02,52,1,2,Kalagan,Roman Catholic,2,11000104
Sergio Osmeña,SER-0005,SER-0005-5,Martinez,Rebecca,,Ramirez,03,2,2022-06-18,2,8,1,Bisaya/Binisaya,Roman Catholic,,00000000
Sergio Osmeña,SER-0006,SER-0006-1,Dela Cruz,Herminia,,Torres,01,2,1985-12-19,39,2,1,Maguindanao,Bible Baptist Church,2,20400102
Sergio Osmeña,SER-0007,SER-0007-1,Ramirez,Wenceslao,Jr.,Herrera,01,1,1988-05-16,36,2,2,Tagalog,Roman Catholic,2,11000203
Sergio Osmeña,SER-0007,SER-0007-2,Ruiz,Flora,,Munoz,02,2,1993-01-19,31,1,2,Cebuano,Roman Catholic,1,20400105
Sergio Osmeña,SER-0007,SER-0007-3,Ramirez,Ruby,,Ortiz,04,2,2017-10-26,7,8,1,Sangirese,Roman Catholic,2,00000000
Sergio Osmeña,SER-0007,SER-0007-4,Ramirez,Wenceslao,III,Ortiz,04,1,2016-11-11,8,8,1,Mandaya,Bible Baptist Church,2,00000000
Sergio Osmeña,SER-0007,SER-0007-5,Ramirez,Serafina,,Castillo,06,2,1926-02-27,98,8,2,Kalagan,Roman Catholic,2,11000104
Sergio Osmeña,SER-0007,SER-0007-6,Ramirez,Vicenta,,Romero,07,2,1998-05-09,26,1,2,Tausug,Roman Catholic,2,11000101
Sergio Osmeña,SER-0008,SER-0008-1,Vargas,Barbara,,Herrera,02,2,2019-11-20,5,2,1,Surigaonon,Roman Catholic,2,00000000
Sergio Osmeña,SER-0008,SER-0008-2,Vargas,Santiago,,Rivera,03,1,2022-06-22,2,8,1,Davawenyo,Roman Catholic,,00000000
Sergio Osmeña,SER-0008,SER-0008-3,Vargas,Vicenta,,Cruz,07,2,2002-03-19,22,2,1,Sangil,Roman Catholic,2,20400105
Sergio Osmeña,SER-0008,SER-0008-4,Rodriguez,Elpidio,IV,Cruz,07,1,1983-06-08,41,2,2,Sarangani,Roman Catholic,2,10000106
Sergio Osmeña,SER-0008,SER-0008-5,Vargas,Miguel,III,Delgado,08,1,2005-12-08,19,2,1,Tausug,Islam,2,11000202
Sergio Osmeña,SER-0008,SER-0008-6,Vargas,Domingo,III,Moreno,06,1,1974-04-18,50,8,1,Maranao,Roman Catholic,1,20400103
Sergio Osmeña,SER-0009,SER-0009-1,Contreras,Wilfredo,III,Moreno,02,1,2018-05-25,6,1,1,Sarangani,Roman Catholic,1,00000000
Sergio Osmeña,SER-0009,SER-0009-2,Contreras,Quintin,Sr.,Rodriguez,02,1,1996-08-19,28,8,2,Tausug,Roman Catholic,2,10000105
Sergio Osmeña,SER-0009,SER-0009-3,Rivera,Isabella,,Aguilar,06,2,1984-12-20,40,1,1,Davawenyo,Islam,1,11000202
Sergio Osmeña,SER-0009,SER-0009-4,Contreras,Domingo,Jr.,Gutierrez,06,1,1979-11-12,45,2,1,Sangirese,Roman Catholic,1,21400105
Sergio Osmeña,SER-0010,SER-0010-1,Medina,Belinda,,Santos,02,2,2023-12-28,1,2,1,Bisaya/Binisaya,Roman Catholic,,00000000
Sergio Osmeña,SER-0011,SER-0011-1,Dela Rosa,Blanca,,Jimenez,01,2,1990-04-28,34,1,2,Maranao,Bible Baptist Church,2,20400101
Sergio Osmeña,SER-0011,SER-0011-2,Dela Rosa,Marianne,,Jimenez,04,2,2013-05-12,11,8,1,Surigaonon,Seventh-day Adventist,2,00000000
Sergio Osmeña,SER-0012,SER-0012-1,Ramos,Quirino,Jr.,Munoz,01,1,1993-08-28,31,1,2,Mandaya,Roman Catholic,2,11000105
Sergio Osmeña,SER-0012,SER-0012-2,Ramos,Rochelle,,Gomez,02,2,1965-09-09,59,2,2,Maranao,Islam,2,10000103
Sergio Osmeña,SER-0013,SER-0013-1,Rodriguez,Rodolfo,IV,Lopez,01,1,1988-01-10,36,8,2,Others,Roman Catholic,1,10000102
Sergio Osmeña,SER-0013,SER-0013-2,Vargas,Ofelia,,Castillo,02,2,1980-02-17,44,2,2,Sangil,Islam,1,30400106
Sergio Osmeña,SER-0013,SER-0013-3,Rodriguez,Nicolas,III,Perez,04,1,2015-05-13,9,1,1,Mandaya,Bible Baptist Church,2,10000101
Sergio Osmeña,SER-0013,SER-0013-4,Rodriguez,Filemon,III,Santos,08,1,1930-07-20,94,8,2,Sangil,Roman Catholic,2,10000106
Sergio Osmeña,SER-0013,SER-0013-5,Rodriguez,Ildefonso,III,Perez,04,1,2017-03-09,7,1,1,Sarangani,Roman Catholic,2,02100000
Sergio Osmeña,SER-0014,SER-0014-1,Gomez,Julio,Sr.,Cruz,01,1,1982-11-27,42,2,2,Surigaonon,Seventh-day Adventist,2,11000202
Sergio Osmeña,SER-0014,SER-0014-2,Gomez,Rodolfo,Jr.,Romero,02,1,1990-03-09,34,8,2,Sangil,Iglesia ni Cristo,2,20400101
Sergio Osmeña,SER-0015,SER-0015-1,Castillo,Samantha,,Flores,01,2,1979-10-13,45,1,2,Sangirese,Roman Catholic,2,30400106
Sergio Osmeña,SER-0015,SER-0015-2,Castillo,Urbano,Sr.,Flores,04,1,2016-05-12,8,8,1,Sangil,Roman Catholic,1,02100000
Sergio Osmeña,SER-0015,SER-0015-3,Castillo,Rose,,Dela Cruz,06,2,1979-05-18,45,2,2,Maguindanao,Roman Catholic,1,21400101
Sergio Osmeña,SER-0016,SER-0016-1,Gutierrez,Quintin,,Garcia,01,1,1968-12-23,56,1,3,Surigaonon,Islam,1,10000101
Sergio Osmeña,SER-0016,SER-0016-2,Gutierrez,Sergio,III,Vargas,03,1,2020-04-18,4,1,1,Maranao,Roman Catholic,,00000000
Sergio Osmeña,SER-0016,SER-0016-3,Gutierrez,Iris,,Herrera,07,2,1968-02-03,56,2,3,Manobo,Roman Catholic,2,20400102
Sergio Osmeña,SER-0016,SER-0016-4,Gutierrez,Ximena,,Medina,07,2,1992-03-19,32,8,2,Manobo,Roman Catholic,1,10000106
Sergio Osmeña,SER-0017,SER-0017-1,Mendoza,Diana,,Herrera,02,2,2020-07-08,4,8,1,Kalagan,Roman Catholic,,00000000
Sergio Osmeña,SER-0017,SER-0017-2,Mendoza,Clemente,Sr.,Flores,02,1,1961-05-01,63,8,2,Mandaya,Roman Catholic,1,11000103
Sergio Osmeña,SER-0017,SER-0017-3,Mendoza,Hipolito,Jr.,Dela Cruz,03,1,2024-02-20,0,8,1,Others,Roman Catholic,,00000000
Sergio Osmeña,SER-0017,SER-0017-4,Mendoza,Tiburcio,Jr.,Cabrera,07,1,1995-12-10,29,8,2,Tausug,Roman Catholic,2,11000203
Sergio Osmeña,SER-0017,SER-0017-5,Contreras,Amado,III,Torres,07,1,2003-10-28,21,8,2,Sarangani,Roman Catholic,2,21400103
Sergio Osmeña,SER-0018,SER-0018-1,Ramirez,Belinda,,Sanchez,01,2,1965-01-01,59,2,2,Maguindanao,Roman Catholic,1,10000103
Sergio Osmeña,SER-0018,SER-0018-2,Sanchez,Rosario,,Alvarez,02,2,2005-10-12,19,8,1,Kalagan,Roman Catholic,2,21400103
Sergio Osmeña,SER-0018,SER-0018-3,Ramirez,Angelina,,Castro,03,2,2020-08-15,4,8,1,Manobo,Evangelical,,00000000
Sergio Osmeña,SER-0018,SER-0018-4,Ramirez,Elvira,,Jimenez,08,2,1990-02-17,34,1,1,Kalagan,Islam,2,10000106
Sergio Osmeña,SER-0018,SER-0018-5,Santos,Pedro,Sr.,Gutierrez,07,1,1970-01-15,54,8,2,Sangil,Islam,2,30400107
Sergio Osmeña,SER-0019,SER-0019-1,Rivera,Petra,,Gutierrez,01,2,1999-10-16,25,8,2,Maranao,Islam,2,21400103
Sergio Osmeña,SER-0019,SER-0019-2,Rivera,Inocencio,IV,Dela Rosa,03,1,2024-03-24,0,1,1,Mandaya,Islam,,00000000
Sergio Osmeña,SER-0019,SER-0019-3,Rivera,Filemon,Sr.,Dela Rosa,04,1,2013-07-26,11,1,1,Sangil,Others,1,10000104
Sergio Osmeña,SER-0020,SER-0020-1,Rodriguez,Isabella,,Mendoza,01,2,1949-04-10,75,1,2,Sarangani,Islam,1,10000101
Sergio Osmeña,SER-0020,SER-0020-2,Gonzales,Isagani,III,Bautista,02,1,1994-08-07,30,1,2,Others,Roman Catholic,2,30400107
Sergio Osmeña,SER-0020,SER-0020-3,Munoz,Irene,,Ramos,06,2,1973-01-12,51,8,2,Cebuano,Roman Catholic,1,11000101
Sergio Osmeña,SER-0021,SER-0021-1,Gonzalez,Luciano,IV,Munoz,02,1,2019-03-22,5,2,1,Tausug,Roman Catholic,1,00000000
Sergio Osmeña,SER-0022,SER-0022-1,Jimenez,Amador,IV,Delgado,01,1,1971-07-09,53,2,2,Manobo,Islam,2,11000101
Sergio Osmeña,SER-0022,SER-0022-2,Jimenez,Vicente,Jr.,Ruiz,02,1,2004-09-06,20,2,1,Tagalog,Roman Catholic,1,21400101
Sergio Osmeña,SER-0022,SER-0022-3,Jimenez,Jose,III,Diaz,06,1,1976-02-18,48,1,2,Davawenyo,Roman Catholic,2,10000105
Sergio Osmeña,SER-0022,SER-0022-4,Jimenez,Sylvia,,Morales,06,2,1925-05-08,99,2,2,Maranao,Roman Catholic,1,11000203
Sergio Osmeña,SER-0022,SER-0022-5,Jimenez,Amelia,,Ramos,06,2,1998-03-22,26,1,2,Mandaya,Islam,1,10000101
Sergio Osmeña,SER-0023,SER-0023-1,Rojas,Alejandra,,Alvarez,01,2,2006-01-04,18,8,1,Maguindanao,Roman Catholic,1,11000201
Sergio Osmeña,SER-0023,SER-0023-2,Rojas,Simeon,Sr.,Ramos,02,1,1948-04-18,76,2,2,Manobo,Roman Catholic,2,10000108
Sergio Osmeña,SER-0023,SER-0023-3,Rojas,Gualberto,Jr.,Castillo,04,1,2015-02-08,9,1,1,Mandaya,Others,1,00000000
Sergio Osmeña,SER-0023,SER-0023-4,Rojas,Dionisio,Jr.,Castillo,03,1,2020-05-17,4,8,1,Kalagan,Roman Catholic,,00000000
Sergio Osmeña,SER-0023,SER-0023-5,Rojas,Manuel,Jr.,Gomez,06,1,1974-06-25,50,1,2,Tagalog,Roman Catholic,1,10000101
Sergio Osmeña,SER-0023,SER-0023-6,Romero,Evangeline,,Reyes,07,2,1928-07-05,96,8,2,Cebuano,Roman Catholic,1,10000103
Sergio Osmeña,SER-0024,SER-0024-1,Torres,Catalina,,Ramirez,02,2,2022-08-04,2,2,1,Sarangani,Roman Catholic,,00000000
Sergio Osmeña,SER-0025,SER-0025-1,Perez,Flora,,Mendoza,01,2,1984-10-03,40,1,2,Maranao,Iglesia ni Cristo,1,21400103
Sergio Osmeña,SER-0025,SER-0025-2,Perez,Jeremias,III,Santos,02,1,1990-07-08,34,1,2,Tagalog,Others,1,11000202
Sergio Osmeña,SER-0025,SER-0025-3,Valencia,Isaac,,Ramirez,08,1,1965-12-20,59,8,2,Others,Roman Catholic,1,11000104
Sergio Osmeña,SER-0025,SER-0025-4,Perez,Urbano,III,Jimenez,03,1,2020-11-19,4,1,1,Surigaonon,Roman Catholic,,00000000
Sergio Osmeña,SER-0025,SER-0025-5,Perez,Sara,,Torres,06,2,1960-08-13,64,8,2,Tagalog,Islam,2,10000103
Sergio Osmeña,SER-0026,SER-0026-1,Herrera,Esperanza,,Rivera,02,2,2023-02-08,1,8,1,Maranao,Islam,,00000000
Sergio Osmeña,SER-0026,SER-0026-2,Herrera,Wenceslao,IV,Castillo,02,1,1998-02-03,26,8,2,Kalagan,Roman Catholic,2,10000108
Sergio Osmeña,SER-0026,SER-0026-3,Herrera,Gervasio,III,Castro,08,1,1976-02-09,48,8,2,Sangil,Jehovah's Witnesses,2,21400101
Sergio Osmeña,SER-0027,SER-0027-1,Flores,Amado,,Perez,01,1,1977-10-16,47,8,2,Tausug,Islam,1,10000103
Sergio Osmeña,SER-0027,SER-0027-2,Flores,Eugenia,,Munoz,02,2,1986-10-21,38,1,2,Sangirese,Roman Catholic,2,10000102
Sergio Osmeña,SER-0027,SER-0027-3,Ramirez,Petra,,Herrera,06,2,1972-12-11,52,1,2,Mandaya,Islam,1,10000107
Sergio Osmeña,SER-0027,SER-0027-4,Flores,Quintin,Sr.,Vargas,08,1,1999-01-09,25,8,2,Bisaya/Binisaya,Roman Catholic,1,11000103
Sergio Osmeña,SER-0027,SER-0027-5,Flores,Rosemarie,,Gomez,06,2,1967-09-17,57,8,2,Sangirese,Roman Catholic,1,11000108
Sergio Osmeña,SER-0028,SER-0028-1,Guerrero,Salvador,,Sanchez,01,1,2004-02-03,20,2,1,Sarangani,Islam,1,20400103
Sergio Osmeña,SER-0028,SER-0028-2,Guerrero,Bruno,III,Rojas,04,1,2019-09-12,5,8,1,Tausug,Roman Catholic,1,00000000
Sergio Osmeña,SER-0028,SER-0028-3,Reyes,Ivan,III,Vargas,08,1,1960-04-06,64,2,2,Sangil,Roman Catholic,2,11000102
Sergio Osmeña,SER-0028,SER-0028-4,Guerrero,Serafina,,Rojas,03,2,2020-07-06,4,8,1,Others,Roman Catholic,,00000000
Sergio Osmeña,SER-0029,SER-0029-1,Gomez,Santiago,Sr.,Valencia,01,1,1961-03-16,63,1,2,Davawenyo,Roman Catholic,2,11000201
Sergio Osmeña,SER-0029,SER-0029-2,Gomez,Amelia,,Perez,03,2,2020-01-19,4,1,1,Sangirese,Islam,,00000000
Sergio Osmeña,SER-0029,SER-0029-3,Vega,Doroteo,III,Torres,07,1,1961-02-13,63,8,2,Others,Islam,1,11000103
Sergio Osmeña,SER-0029,SER-0029-4,Gomez,Wenceslao,Jr.,Perez,05,1,2009-03-16,15,8,1,Maranao,Aglipayan,2,11000202
Sergio Osmeña,SER-0029,SER-0029-5,Gomez,Octavio,,Romero,07,1,1990-11-24,34,1,2,Others,Roman Catholic,1,11000103
Sergio Osmeña,SER-0030,SER-0030-1,Estrada,Rosita,,Lopez,01,2,1971-12-10,53,1,2,Maguindanao,Roman Catholic,1,10000105
Sergio Osmeña,SER-0030,SER-0030-2,Estrada,Theresa,,Gutierrez,02,2,1980-11-10,44,2,2,Sarangani,Roman Catholic,1,11000201
Sergio Osmeña,SER-0030,SER-0030-3,Estrada,Demetrio,IV,Rivera,08,1,1962-06-03,62,2,2,Kalagan,Aglipayan,1,11000104
Sergio Osmeña,SER-0031,SER-0031-1,Flores,Silvia,,Sanchez,01,2,1973-08-02,51,1,2,Maguindanao,Roman Catholic,2,21400105
Sergio Osmeña,SER-0031,SER-0031-2,Flores,Romulo,IV,Rodriguez,02,1,2002-05-23,22,2,2,Tagalog,Roman Catholic,1,11000201
Sergio Osmeña,SER-0031,SER-0031-3,Flores,Ximena,,Bautista,05,2,2009-03-21,15,1,2,Bisaya/Binisaya,Bible Baptist Church,1,11000104
